,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
4535,tm823459,Léa & I,MOVIE,"Best friends travel though Latin America meeting shamans, experimenting with plant medicines, and wondering about what makes a life well-lived when one of them might have half the time to live it.",2019,,84,['documentation'],['US'],,tt9382396,6.5,215.0,2.792,5.9
4536,ts252695,Bookmarks: Celebrating Black Voices,SHOW,"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.",2020,TV-G,7,['family'],['US'],1.0,tt12923664,5.0,160.0,3.193,8.0
4538,tm817542,Hikaru Utada Laughter in the Dark Tour 2018,MOVIE,"Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour.",2019,G,141,"['documentation', 'music']",['JP'],,tt10556746,8.3,81.0,3.202,8.0
4539,tm983091,The Netflix Afterparty: The Best Shows of The Worst Year,MOVIE,"David Spade, Fortune Feimster and London Hughes welcome guests from Tiger King, Emily in Paris, The Queen's Gambit, and more.",2020,,59,['documentation'],['US'],,,,,2.102,6.0
4540,tm896246,George Lopez: We'll Do It for Half,MOVIE,"Comedian George Lopez tackles the future and the past of Latinx culture in America, touching on immigration, his tough relatives, aging and much more.",2020,,51,['comedy'],['US'],,tt12358794,5.7,444.0,3.02,5.6
4541,tm845607,Spirit Riding Free: Spirit of Christmas,MOVIE,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",2019,PG,45,"['animation', 'action', 'comedy', 'drama', 'family']",['US'],,tt11313068,5.2,122.0,13.017999999999999,7.0
4542,tm881984,Maska,MOVIE,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.",2020,,111,"['comedy', 'drama', 'romance']",['IN'],,tt11953628,5.8,1433.0,2.97,6.0
4545,tm921416,Class of '83,MOVIE,A hero policeman shunted to a punishment posting as the Dean of the police academy decides to punish the corrupt bureaucracy and its criminal allies in return by training five lethal assassin policemen.,2020,,98,"['crime', 'action', 'drama', 'thriller']",['IN'],,tt10230422,5.8,5571.0,3.639,5.6
4546,tm881973,True: Wuzzle Wegg Day,MOVIE,"Spring has sprung in Rainbow City, and Wuzzle Wegg Day is right around the corner! But Bartleby's convinced that a Wegg-stealing monster is on the loose.",2020,,23,['animation'],['CA'],,,,,1.162,
4547,tm452237,The Car: Road to Revenge,MOVIE,"In a dilapidated cyberpunk city plagued by crime and corruption, an unscrupulous District Attorney is savagely murdered and tossed out of a building onto his brand new car. Mysteriously, the District Attorney and his car come back to life as a single being with a thirst for vengeance. The eerie driver-less car embarks on a vicious rampage exacting revenge on the criminals who murdered him. The Car: Road to Revenge is the stylized sequel to the unconventional horror cult classic The Car (1977), and features an homage to the original with the return of Ronny Cox as the Mechanic.",2019,,89,"['thriller', 'action', 'horror']",['US'],,tt9382596,4.0,1082.0,33.028,6.5
4548,tm851499,Vir Das: For India,MOVIE,"From the Vedas to Vasco de Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",2020,,75,['comedy'],['IN'],,tt11611314,7.7,1232.0,4.731,8.3
4549,tm813938,Mike Epps: Only One Mike,MOVIE,"A 2019 stand-up comedy special by comedian Mike Epps, where he tackles sexual misconduct, special education, aging body parts and more.",2019,,63,['comedy'],['US'],,tt10376958,4.7,295.0,3.111,6.6
4557,tm920599,Super Monsters: The New Class,MOVIE,"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level - the Purple Room.",2020,,24,['animation'],['CA'],,,,,2.458,6.5
4558,tm848261,Aaviri,MOVIE,"A thriller film directed by Ravi Babu, starring Ravi Babu and Neha Chauhan in the lead roles.",2019,,113,"['thriller', 'drama']",['IN'],,tt10081210,4.0,95.0,0.7020000000000001,4.0
4559,tm908128,Chaman Bahar,MOVIE,"An ambitious young man, in a small town in Central India, sets up a paan shop to a floundering start. His fortunes start to change dramatically when a family shifts in the house across the road. Hordes of boys start following the teenage girl from the family and set up an ""adda"" at Billu's shop. His business flourishes tremendously but Billu is now more unhappy than ever, as he has fallen for the girl himself!",2020,,111,"['drama', 'comedy']",['IN'],,tt8747450,7.0,6732.0,1.839,5.3
4560,tm813634,Dorasani,MOVIE,Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,2019,,130,"['drama', 'romance']",['IN'],,tt10369210,5.8,195.0,1.137,4.0
4561,tm941493,StarBeam: Halloween Hero,MOVIE,"Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!",2020,,33,['animation'],['CA'],,,,,5.263999999999999,8.0
4562,tm477403,Kaake Da Viyah,MOVIE,"A guy's family wants him to get married but it is harder than he thought. On one hand, his grandmother wants him to get married to a girl of her choice, and on the other, his mother is eager to select a girl for him. On top of that, he is already in love with a girl. His dilemma of being stuck between three women forms the crux of the story.",2019,,133,"['comedy', 'romance']",['IN'],,tt8852408,5.0,73.0,0.98,6.0
4563,tm854786,Yeh Ballet,MOVIE,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",2020,PG-13,117,['drama'],['IN'],,tt10230436,7.5,1312.0,8.378,7.7
4569,ts230973,Arashi's Diary: Voyage,SHOW,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",2019,TV-Y7,31,"['documentation', 'music']",['JP'],1.0,tt11434874,7.7,42.0,2.055,9.5
4570,tm927033,True: Friendship Day,MOVIE,"When a giant Grippity-Grab snags Grizelda's friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",2020,,23,"['animation', 'family']",['CA'],,tt12855976,6.8,22.0,1.719,10.0
4571,tm830833,"Hello, Privilege. It's Me, Chelsea",MOVIE,"In this documentary, Chelsea Handler explores how white privilege impacts US culture – and the ways it’s benefited her own life and career.",2019,,64,['documentation'],['US'],,tt10847138,4.5,1972.0,6.254,5.6
4575,tm810873,Thottappan,MOVIE,"When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind.",2019,,140,['drama'],['IN'],,tt9448362,6.9,366.0,1.4,6.0
4578,tm981956,Spirit Riding Free: Ride Along Adventure,MOVIE,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.,2020,,22,"['animation', 'action', 'drama', 'family', 'western', 'comedy']",['US'],,tt13453940,5.9,60.0,2.9939999999999998,8.7
4583,tm982018,A Trash Truck Christmas,MOVIE,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",2020,G,28,"['animation', 'comedy', 'family']",['US'],,tt13458584,5.5,212.0,22.041999999999998,6.5
4586,tm885948,"Yours Sincerely, Kanan Gill",MOVIE,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",2020,,72,['comedy'],['IN'],,tt12055392,7.2,948.0,1.854,6.1
4587,tm475815,The Zoya Factor,MOVIE,An advertising agency executive Zoya Singh Solanki meets the Indian cricket team and ends up becoming their lucky charm at the 2011 Cricket World Cup.,2019,,134,"['romance', 'sport', 'comedy', 'drama']",['IN'],,tt8304386,4.2,2378.0,3.8989999999999996,5.8
4588,tm435836,Mere Pyare Prime Minister,MOVIE,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother.,2019,,104,['drama'],['IN'],,tt8207768,6.8,635.0,1.9080000000000001,7.2
4591,tm1028083,Red Snow,MOVIE,"Red Snow is a dramatic adventure that begins when Dylan, a Gwich'in soldier from the Canadian Arctic, is caught in an ambush in Panjwayi, Afghanistan. His capture and interrogation by a Taliban Commander releases a cache of memories connected to the love and death of his Inuit cousin, Asana, and binds him closer to a Pashtun family as they escape across treacherous landscapes and through a blizzard that becomes their key to survival.",2019,,100,['drama'],['CA'],,tt6670074,4.6,154.0,1.9169999999999998,5.0
4593,tm813075,To Be of Service,MOVIE,"A documentary film about veterans with PTSD who find that, after other treatments fall short, a service dog helps them return to an independent-feeling life.",2019,,88,['documentation'],['US'],,tt10413458,7.3,90.0,2.303,5.7
4595,tm893510,What are the Odds?,MOVIE,"A drama film directed by Megha Ramaswamy, starring Priyanka Bose, Manu Rishi Chadha and Yashaswini Dayama in the lead roles.",2019,,92,"['drama', 'music', 'documentation']",['IN'],,tt12327140,5.3,832.0,1.097,6.0
4598,tm852775,Amit Tandon: Family Tandoncies,MOVIE,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy.",2020,,72,['comedy'],['IN'],,tt11262978,7.0,250.0,2.099,6.7
4604,tm439365,Bombairiya,MOVIE,"It follows the story of Meghna, who gets embroiled in a series of events after her phone gets stolen.",2019,,108,"['crime', 'drama', 'comedy']",['IN'],,tt4971258,4.5,418.0,1.632,7.5
4606,tm922407,Kilometers and Kilometers,MOVIE,"When a debt-ridden man reluctantly agrees to drive an American tourist around India, their stark differences lead to bickering… and unexpected bonding.",2020,,129,"['drama', 'comedy']",['IN'],,tt7268736,6.4,1538.0,2.537,5.6
4609,tm832684,Los Tigres del Norte at Folsom Prison,MOVIE,The band Los Tigres del Norte visit both the male and female inmates of Folsom Prison. Inmates share their stories and how the music of Los Tigres del Norte speaks to them.,2019,,64,"['documentation', 'music']",['US'],,tt10857582,7.0,170.0,4.22,5.8
4610,tm984018,Cops and Robbers,MOVIE,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,2020,PG-13,8,['animation'],['US'],,tt13322484,6.9,,4.434,7.0
4612,tm373655,Sarvam Thaala Mayam,MOVIE,"Peter who tries to find his place in the world of classical Indian music embarks on a journey that helps him evolve personally, spiritually and musically.",2019,PG,133,"['drama', 'music']",['IN'],,tt8319768,7.6,1231.0,2.003,7.2
4613,tm452578,Miranda Sings Live... Your Welcome,MOVIE,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",2019,,61,['comedy'],['US'],,tt9557190,5.5,418.0,4.382,5.7
4614,tm840208,Jeff Garlin: Our Man in Chicago,MOVIE,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",2019,,58,['comedy'],['GB'],,tt11108064,5.9,422.0,2.195,6.3
4615,tm886360,Hope Ranch,MOVIE,"With the impending foreclose of the family Ranch, Rebecca struggles with her rebellious daughter Grace who is still not over the death of her father Mike.",2020,,81,['family'],['US'],,tt5244812,4.3,229.0,2.479,6.7
4618,ts215166,Scams,SHOW,"Kusano has a bright future with his fancy university degree and new job. yet, it is not to be. The blood sucking financial giant which he works at goes broke and leaves him on the pavement. When it rains it pours and his father becomes ill and needs care and money. He also has his own debts. Needing cash, he searches for and finds a job rather quickly. The job, however, is illegitimate and involves undesirable activity. What is a man to do?",2019,,24,"['action', 'crime', 'drama']",['JP'],1.0,tt10448486,6.4,362.0,4.7,6.7
4620,tm1026231,Reframe THEATER EXPERIENCE with you,MOVIE,"Perfume's Reframe 2019 concert, performed to great effect in the newly reconstructed LINE Cube Shibuya, is recreated as a high-tech concert film.",2020,,84,['music'],['JP'],,,,,2.084,7.0
4621,tm464509,K. D.,MOVIE,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",2019,,119,['drama'],['IN'],,tt8747560,8.5,1750.0,1.7080000000000002,7.6
4623,tm912399,We Are One,MOVIE,"Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video ""Solidarité.""",2020,,86,['documentation'],['FR'],,tt12588398,4.6,92.0,4.311,5.8
4625,tm835958,"Martin Matte: La vie, la mort... eh la la..!",MOVIE,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",2019,,61,['comedy'],['CA'],,tt10965252,6.5,102.0,2.185,7.5
4629,ts251783,Emily's Wonder Lab,SHOW,"Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!",2020,,13,[],['US'],1.0,,,,3.332,9.3
4631,tm1026240,Perfume Imaginary Museum “Time Warp”,MOVIE,"When the world had to stay home, they brought their concert online. Immersive, candy-sweet and cutting edge, Warp into it.",2020,,53,['music'],['JP'],,tt15127976,6.5,23.0,2.414,7.0
4633,tm373452,Kannum Kannum Kollaiyadithaal,MOVIE,Two wily online scammers mend their fraudulent ways after meeting the girls of their dreams — until a deceitful discovery throws their world for a loop.,2020,,162,"['comedy', 'drama', 'romance', 'thriller']",['IN'],,tt8042292,7.7,6647.0,3.926,6.8
4634,tm843222,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,MOVIE,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.,2019,,45,['documentation'],['JP'],,,,,0.6,6.0
4637,tm929614,GIMS: On the Record,MOVIE,Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.,2020,,96,"['music', 'documentation']",['FR'],,tt12982218,6.8,207.0,4.031000000000001,7.3
4640,tm937044,Bigflo & Oli: Hip Hop Frenzy,MOVIE,"Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.",2020,,100,"['documentation', 'music']",['FR'],,tt13161318,6.7,118.0,4.684,7.1
4642,ts78324,Pinky Malinky,SHOW,"Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",2019,TV-Y7,13,"['comedy', 'family', 'animation']",['US'],3.0,tt5621544,5.8,865.0,8.557,5.0
4643,tm834715,Single Slipper Size - 7,MOVIE,An emotionally unstable murder suspect explains the modus operandi behind the crimes he had committed to a few cops which helps in unfolding some intriguing revelation.,2019,,120,"['drama', 'thriller']",['IN'],,tt10370116,8.4,3073.0,2.234,8.3
4646,tm814652,Mallesham,MOVIE,"The life of Padma Shri winner Chintakindi Mallesham, who invented the ASU machine that processes yarn for sarees mechanically, is being recreated in this biopic.",2019,,131,['drama'],['IN'],,tt9742362,8.3,1036.0,2.162,7.6
4647,tm835445,Deon Cole: Cole Hearted,MOVIE,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",2019,,69,['comedy'],['US'],,tt10977680,6.9,883.0,3.0439999999999996,6.5
4648,tm461427,15 August,MOVIE,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",2019,,124,"['romance', 'comedy', 'drama']",['IN'],,tt9817300,5.8,273.0,1.911,7.0
4650,tm468811,Mehandi Circus,MOVIE,"A music shop owner falls in love with a girl from a circus troupe that visits his village, but caste and class stand in the way.",2019,,135,['drama'],['IN'],,tt9665400,7.4,543.0,1.8519999999999999,6.1
4652,tm929630,A New York Christmas Wedding,MOVIE,"As her Christmas Eve wedding draws near, Jennifer is visited by an angel and shown what could have been if she hadn't denied her true feelings for her childhood best friend.",2020,,88,"['drama', 'romance']",['US'],,tt10768194,5.3,1111.0,7.912999999999999,5.8
4653,tm810357,True: Happy Hearts Day,MOVIE,"True and Bartleby try to cheer up the Rainbow Kingdom's loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?",2019,G,23,[],['CA'],,,,,0.8540000000000001,7.0
4660,ts237487,True: Terrific Tales,SHOW,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",2020,,8,"['animation', 'family']",['US'],1.0,tt12140808,5.7,22.0,2.123,9.0
4662,tm840242,Arsenio Hall: Smart and Classy,MOVIE,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",2019,,63,['comedy'],['US'],,,,,2.6060000000000003,5.9
4665,tm1114639,Motu Patlu in the Game of Zones,MOVIE,"A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem.",2020,,87,"['fantasy', 'action', 'animation', 'comedy', 'thriller']",['IN'],,,,,0.943,10.0
4668,tm844236,True: Winter Wishes,MOVIE,"An ice crystal from a frosty realm is freezing everything in the Rainbow Kingdom, its citizens too! Can True save Winter Wishfest -- and her friends?",2019,G,45,['animation'],['CA'],,,,,3.4989999999999997,6.4
4672,tm466854,Uriyadi 2,MOVIE,A young man struggles for justice for the victims who are affected by the chemical plant leakage which lead to many deaths in the village.,2019,G,119,"['thriller', 'action']",['IN'],,tt10121762,7.1,880.0,1.6780000000000002,6.9
4674,tm472999,Guddiyan Patole,MOVIE,"Guddiyan Patole is a Punjabi movie starring Sonam Bajwa, Gurnam Bhullar and Nirmal Rishi in prominent roles. It is a drama directed by Vijay Kumar Arora, with Jagdeep Sidhu as writer, forming part of the crew.",2019,,127,"['comedy', 'drama']",['IN'],,tt9390254,7.0,704.0,1.6340000000000001,9.3
4676,tm469510,Albert  Pinto Ko Gussa Kyun Aata Hai?,MOVIE,"Albert Pinto Ko Gussa Kyun Aata Hai? (2019)  Albert Pinto goes missing one day and his girlfriend and family start making rounds at the police station to track him down. Unknown to them, he is on his way to Goa to carry out his first assignment as a hitman.",2019,,82,['drama'],['IN'],,tt4355838,5.5,1968.0,1.4,4.0
4677,tm924556,Maniyarayile Ashokan,MOVIE,"When his unlucky horoscope doesn't bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he's always wanted. Will the stars align?",2020,,110,"['drama', 'comedy', 'romance']",['IN'],,tt11060730,4.7,1235.0,3.0389999999999997,3.6
4680,tm831196,Chippa,MOVIE,"On the eve of his tenth birthday, when Chippa receives a letter for his long-absent father, he decides to leave his pavement abode to find out more.",2019,G,90,['drama'],['IN'],,tt8976464,6.4,1087.0,1.817,5.0
4681,tm918959,A Go! Go! Cory Carson Summer Camp,MOVIE,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",2020,,20,['animation'],['US'],,,,,1.285,2.7
4682,tm831125,American Factory: A Conversation with the Obamas,MOVIE,Barack and Michelle Obama talk with the directors of the documentary American Factory about the importance of storytelling and the impact of their film.,2019,,10,['documentation'],['US'],,,,,2.061,5.5
4688,tm890479,The Claudia Kishi Club,MOVIE,"Asian American creatives pay passionate tribute to the iconic, stereotype-busting ""Baby-Sitters Club"" character in this heartfelt documentary short.",2020,,17,['documentation'],['US'],,tt12411586,,,3.0580000000000003,4.7
4691,tm935941,Horrid Henry's Gross Day Out,MOVIE,"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon â€” and his favorite characters come to life!",2020,,61,"['animation', 'comedy', 'action']",['GB'],,tt13034096,6.1,47.0,1.9480000000000002,1.0
4694,tm472961,After Maria,MOVIE,Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like family in a FEMA hotel in the Bronx. They seek stability in their new life as forces try to pull them apart.,2019,,36,['documentation'],['US'],,,,,2.8930000000000002,5.5
4695,tm818239,Penalty,MOVIE,"A story of a North-east Indian football player who's fighting day and night with the society in order to achieve his dreams. The film covers all kinds of layers in one single film from negative backlashes, social pressures to a complete change over in one's life.",2019,,128,"['sport', 'drama']",['IN'],,tt10530392,5.3,859.0,1.632,5.0
4698,tm675154,Malaal,MOVIE,"Malaal is the story of Shiva and Astha, two very different people from contrasting backgrounds who experience the innocence of love. Does their love find its destination or do they part ways? Stay on this journey to find out.",2019,,136,"['romance', 'action', 'drama']",['IN'],,tt15244876,5.9,1036.0,2.136,5.3
4699,tm945831,The Magic School Bus Rides Again: The Frizz Connection,MOVIE,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!",2020,,44,"['animation', 'family']",['US'],,tt13150612,,,3.397,7.7
4700,tm679270,Evvarikee Cheppoddu,MOVIE,"Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",2019,,133,['drama'],['IN'],,tt10081202,7.2,404.0,1.3119999999999998,7.0
4702,tm844201,Super Monsters Save Christmas,MOVIE,"On Christmas Eve, the Super Monsters get together to make decorations, but end up having to find Santa's missing reindeer in order to save their holiday.",2019,G,24,"['animation', 'fantasy', 'family']",['US'],,tt11193860,4.8,57.0,3.633,6.0
4703,tm488551,Luckee,MOVIE,"An emotional journey of an innocent guy, Luckee who manages to win the heart of his biggest crush.",2019,,113,"['comedy', 'drama']",['IN'],,tt9466786,4.7,44.0,0.84,5.0
4711,tm478962,Saavat,MOVIE,The journey of a woman who overcomes her personal anguish to help deliver justice to another woman trapped in a web of deceit and deception.,2019,,117,"['thriller', 'crime', 'drama']",['IN'],,tt7798984,6.6,166.0,1.844,7.0
4713,tm916008,PNL - Dans la légende tour,MOVIE,"Live recording of French rapper PNL playing songs from their album ""Dans la légende"" and more at the Bercy Arena in Paris.",2020,,18,"['documentation', 'music']",['FR'],,,,,2.385,6.2
4714,tm476593,Krutant,MOVIE,"When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life.",2019,,116,"['drama', 'thriller']",['IN'],,tt9575388,6.4,104.0,1.14,
4721,tm882606,Sethum Aayiram Pon,MOVIE,"Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hangs heavy between them.",2019,G,102,"['family', 'drama']",['IN'],,tt8976418,7.2,343.0,1.952,6.0
4723,tm976519,The App That Stole Christmas,MOVIE,"A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit.",2020,PG,63,"['drama', 'comedy']",['US'],,tt11378154,3.7,734.0,2.503,4.5
4725,tm888850,"Blue, Painful, and Brittle",MOVIE,"Two outsider college students set up a secret society circle, ""Moai,"" which aims to change the world. But one day, one of them disappears.",2020,,118,['action'],['JP'],,,,,1.8090000000000002,6.0
4730,tm833555,Park Na-rae: Glamour Warning,MOVIE,"Korea's beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she's sassier and dirtier than ever before.",2019,,62,['comedy'],['KR'],,,,,1.376,5.8
4739,tm894241,Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.",2020,,67,['comedy'],['IN'],,tt12241424,6.2,987.0,2.77,6.9
4744,tm977184,A Go! Go! Cory Carson Christmas,MOVIE,"When a familiar-looking stranger crashes in without a memory, cory helps him remember the magic of Christmas to save the holiday for everyone",2020,,21,"['animation', 'family']",['US'],,tt13479662,6.3,48.0,13.390999999999998,6.9
4748,tm811954,Nenjamundu Nermaiyundu Odu Raja,MOVIE,Two ambitious youngsters who make a living through a YouTube channel agree to perform a few tasks for a businessman when the latter offers them huge money.,2019,G,128,"['comedy', 'romance', 'drama']",['IN'],,tt10438658,6.1,366.0,0.782,5.5
4749,tm837042,"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",MOVIE,"All venue tickets sold out on the same day, for 5 major dome concerts of Hoshino Genso's “POP VIRUS” seen by 330,000 people! This Netflix special shows the performance of Tokyo Dome, focusing on songs from the latest album “POP VIRUS”, NHK Asadora theme song “Idea”, blockbuster song “SUN”, as well as Hoshino's unique music portfolio, including “Koi”, “Family Song”, “Doraemon”, with choreography by MIKIKO (Elevenplay) and more, on a setlist of 23 songs, including encore. The content is plentiful enough to pack the charm of the dome performance.",2019,G,120,"['documentation', 'music']",['JP'],,,,,1.7009999999999998,7.0
4751,tm981675,Super Monsters: Santa's Super Monster Helpers,MOVIE,"When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand - and some monster magic - to get every gift out on time.",2020,,24,"['animation', 'family']",['US'],,tt13439998,4.5,25.0,3.238,7.7
4752,tm896976,True: Rainbow Rescue,MOVIE,,2020,,23,['animation'],['US'],,,,,3.517,10.0
4753,tm460199,High End Yaariyaan,MOVIE,"High End Yaariyaan is a tale of 3 friends Ranjit Bawa, Jassie Gill, and Ninja who lives abroad. The story narrates how their friendship has evolved over a period of time and the struggles they each go through while living away from their homeland.",2019,,140,"['romance', 'comedy', 'drama', 'family']",['IN'],,tt9176136,5.8,1513.0,2.055,7.5
4763,ts258169,Holiday Home Makeover with Mr. Christmas,SHOW,"Mr. Christmas, a veteran in the interior design industry with a healthy obsession with the holiday season, takes you behind the scenes as he puts his design expertise and vast Christmas collection to good use.",2020,TV-G,43,['reality'],['US'],1.0,tt13255112,5.8,291.0,6.127999999999999,6.8
4764,tm919210,Uma Maheswara Ugra Roopasya,MOVIE,"Defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers, a photographer vows revenge on his attacker.",2020,,136,"['drama', 'comedy']",['IN'],,,,,2.6630000000000003,6.8
4766,ts223078,Nailed It! Spain,SHOW,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros.",2019,TV-PG,31,['reality'],['US'],1.0,,,,3.0260000000000002,7.1
4769,ts234501,Buddi,SHOW,"The Buddis bounce, spin, glide and giggle through their magical world, learning new things and sharing the joy of friendship.",2020,TV-Y,8,"['fantasy', 'animation', 'comedy', 'family']",['US'],2.0,tt11829340,7.1,61.0,2.003,10.0
4771,tm510525,RK Nagar,MOVIE,"RK Nagar is an upcoming Indian Tamil comedy film, written and directed by Saravana Rajan. The film features Vaibhav and Sana Althaf in the lead roles, while Sampath Raj plays a supporting role.",2019,,110,['comedy'],['IN'],,tt7748196,5.1,137.0,2.967,4.0
4772,ts235916,Ladies Up,SHOW,"Rising India-based comics Prashasti Singh, Kaneez Surka, Supriya Joshi, and Niveditha Prakasam bring no-holds-barred humor to this stand up series",2020,,17,"['reality', 'comedy']",['IN'],1.0,tt11942100,4.3,234.0,0.946,8.0
4776,ts222838,I'm with the Band: Nasty Cherry,SHOW,"In an unfiltered, intimate docuseries, pop star mentor Charli XCX finds out what it takes to build -- and break -- a real, badass all-girl punk band.",2019,TV-MA,0,['reality'],['US'],1.0,,,,3.873,7.2
4781,tm493556,Kaagar,MOVIE,"In a small Maharashtrian town, a woman's rise in the political hierarchy creates ripples across the social-political spectrum. Directed by Makarand Mane, KaaGaR stars Rinku Rajguru in the lead role.",2019,,129,"['crime', 'drama']",['IN'],,tt8907844,6.2,64.0,0.6,
4784,ts234505,Fary: Hexagone,SHOW,"French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.",2020,TV-MA,51,['comedy'],['FR'],1.0,tt11823028,6.2,126.0,1.9680000000000002,7.0
4785,tm530822,Carlos Almaraz: Playing with Fire,MOVIE,"Explore the life of Carlos Almaraz, a Chicano activist, sexual outlaw, and visionary painter of some of the most unforgettable images of Southern California.",2019,,82,['documentation'],['US'],,tt6335714,7.5,58.0,1.818,7.0
4786,ts215862,True Tunes,SHOW,"True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.",2019,TV-Y7,3,['family'],['US'],1.0,tt10522374,8.0,14.0,1.052,10.0
4788,tm816432,Bypass Road,MOVIE,"The story revolves around a young man, Vikram, who is a fashion prodigy. The story is layered with a murder in town.",2019,,137,"['thriller', 'drama']",['IN'],,tt9176260,5.4,999.0,2.6510000000000002,5.3
4789,tm461907,Rakkhosh,MOVIE,The movie explores the horrors and fantasies of a patient trapped in a mental asylum.,2019,,113,['horror'],['IN'],,tt6018556,4.9,184.0,1.479,6.1
4790,tm463217,Hamid,MOVIE,"Eight year-old Hamid learns that 786 is God's number and decides to try and reach out to God, by dialing this number. He wants to talk to his father, who his mother tells him has gone to Allah. One fine day the phone call is answered.",2019,,108,['drama'],['IN'],,tt7527082,7.7,1189.0,2.131,7.0
